Passport,CityTier,MonthlyIncome,Age,PreferredPropertyStar,NumberOfFollowups,NumberOfPersonVisiting,NumberOfChildrenVisiting,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic
1,1,22097.0,37.0,5.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20629.0,36.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20971.0,27.0,3.0,6.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21700.0,38.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20947.0,36.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22692.0,36.0,5.0,4.0,2,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20872.0,36.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22066.0,37.0,3.0,5.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21381.0,30.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21716.0,37.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21000.0,24.0,5.0,4.0,4,3.0,1,1,0,1,0,0,0,1,0,0,1
0,1,20753.0,52.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,2,20751.0,38.0,5.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21634.0,33.0,5.0,4.0,4,2.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21604.0,21.0,3.0,5.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21567.0,26.0,3.0,5.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21452.0,25.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21513.0,37.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21291.0,31.0,3.0,6.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23641.0,57.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21046.0,27.0,4.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,20353.0,20.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,21201.0,23.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,23417.0,44.0,3.0,2.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,2,21620.0,27.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22878.0,33.0,5.0,4.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21310.0,31.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
0,1,20916.0,42.0,5.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20161.0,20.0,4.0,4.0,4,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,22024.0,59.0,4.0,5.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,3,20909.0,35.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21001.0,23.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20702.0,28.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21391.0,29.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21736.0,28.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,21003.0,20.0,5.0,6.0,4,1.0,1,1,0,0,1,0,0,1,0,0,1
0,1,21178.0,34.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,20966.0,39.0,3.0,4.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
1,1,22607.0,32.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
1,3,21818.0,42.0,4.0,4.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,22368.0,51.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21434.0,34.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20957.0,28.0,4.0,4.0,5,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,20767.0,44.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22242.0,38.0,5.0,2.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22493.0,35.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21006.0,23.0,4.0,2.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20831.0,37.0,3.0,4.0,4,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21335.0,31.0,5.0,4.0,3,1.0,0,1,0,0,0,1,0,1,0,0,1
0,1,21300.0,34.0,4.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20855.0,60.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21471.0,38.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21067.0,30.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,2,20945.0,60.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21114.0,34.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21385.0,34.0,5.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,22609.0,33.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22408.0,33.0,3.0,5.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
0,1,20910.0,40.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21589.0,34.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22598.0,38.0,5.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21018.0,30.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
1,1,21271.0,43.0,5.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21401.0,52.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21472.0,33.0,4.0,2.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21888.0,37.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20748.0,29.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21908.0,22.0,3.0,5.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,1,20793.0,38.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,21051.0,27.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,21467.0,32.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21004.0,38.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20098.0,19.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,22366.0,37.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23499.0,32.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21133.0,44.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,22142.0,29.0,3.0,6.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,20797.0,30.0,5.0,6.0,4,2.0,1,1,0,1,0,0,0,0,1,0,1
1,2,21374.0,43.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21048.0,33.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
1,3,20852.0,22.0,4.0,5.0,4,3.0,1,1,0,0,1,0,0,1,0,0,1
1,1,20891.0,41.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,21529.0,34.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,22130.0,38.0,5.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,3,21394.0,22.0,4.0,2.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21221.0,37.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21154.0,31.0,4.0,4.0,4,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21780.0,27.0,5.0,4.0,4,2.0,1,1,0,0,0,1,0,1,0,0,1
0,1,20922.0,23.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,20963.0,31.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,1,0,0,1
0,1,21712.0,38.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21254.0,43.0,5.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20936.0,44.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20896.0,32.0,5.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22709.0,26.0,5.0,4.0,4,2.0,1,1,0,1,0,0,0,0,0,1,1
0,1,21332.0,46.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,3,21880.0,25.0,4.0,4.0,4,1.0,1,1,0,0,0,1,0,1,0,0,1
1,1,20380.0,39.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21564.0,27.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20775.0,31.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21224.0,30.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,1,0,0,1
0,2,21242.0,20.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,1,0,0,1
0,1,22908.0,36.0,3.0,6.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,21446.0,35.0,3.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20771.0,43.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22572.0,23.0,3.0,5.0,4,1.0,0,1,0,0,0,1,0,1,0,0,1
0,1,22433.0,40.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,3,20556.0,19.0,4.0,4.0,4,1.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21018.0,27.0,3.0,6.0,4,2.0,0,1,0,0,1,0,0,1,0,0,1
0,3,21078.0,25.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21403.0,25.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20805.0,25.0,4.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,20774.0,26.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21564.0,25.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,20711.0,31.0,5.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22300.0,35.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21514.0,21.0,4.0,5.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
1,3,21257.0,35.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,22125.0,22.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,1,0,0,1
0,1,21451.0,23.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21369.0,35.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21337.0,27.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20723.0,28.0,3.0,5.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,19687.0,21.0,3.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,22026.0,34.0,5.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
0,1,19959.0,36.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21497.0,24.0,5.0,2.0,3,2.0,1,1,0,1,0,0,0,0,0,1,1
0,1,21398.0,30.0,3.0,6.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23358.0,38.0,3.0,2.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21899.0,51.0,3.0,2.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,3,22553.0,51.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,20894.0,29.0,4.0,6.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
0,1,22386.0,45.0,3.0,6.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,3,21320.0,30.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21437.0,43.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21178.0,24.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,0,1,1
1,1,21020.0,41.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,3,20975.0,30.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21735.0,39.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22183.0,24.0,3.0,2.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,22936.0,53.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,23042.0,27.0,3.0,6.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21958.0,35.0,3.0,2.0,4,2.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21460.0,38.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23059.0,35.0,5.0,5.0,3,1.0,0,1,0,0,0,1,0,0,0,1,1
0,3,21250.0,36.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22511.0,31.0,3.0,6.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20279.0,24.0,5.0,2.0,4,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,21372.0,25.0,4.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20997.0,30.0,5.0,5.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,21378.0,30.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21184.0,36.0,3.0,2.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,23060.0,29.0,3.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,2,20821.0,37.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20952.0,46.0,3.0,5.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,21231.0,35.0,3.0,5.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
0,2,22415.0,35.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21044.0,27.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20384.0,28.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22102.0,26.0,5.0,2.0,4,2.0,1,1,0,0,0,1,0,0,0,1,1
0,2,23614.0,29.0,3.0,5.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21496.0,45.0,3.0,2.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,2,21020.0,37.0,5.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20700.0,36.0,4.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22258.0,50.0,5.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21840.0,25.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21577.0,39.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21034.0,32.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21651.0,38.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21210.0,30.0,3.0,5.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21237.0,45.0,5.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,3,20722.0,21.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,0,0,1,1
0,1,21371.0,22.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21456.0,42.0,3.0,6.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21055.0,29.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21082.0,40.0,5.0,4.0,4,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20996.0,28.0,3.0,4.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
0,1,20686.0,35.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21477.0,34.0,5.0,5.0,4,2.0,0,1,0,0,0,1,0,0,1,0,1
0,3,21007.0,32.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20937.0,49.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21010.0,33.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,3,21091.0,26.0,4.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,23399.0,42.0,5.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21197.0,37.0,3.0,4.0,4,2.0,0,1,0,0,1,0,0,0,0,1,1
0,1,21651.0,21.0,5.0,4.0,3,1.0,1,1,0,0,0,1,0,1,0,0,1
1,1,22295.0,41.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,3,20835.0,30.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21157.0,59.0,3.0,4.0,3,1.0,0,1,0,0,1,0,0,1,0,0,1
1,1,20999.0,32.0,5.0,5.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,21082.0,30.0,5.0,5.0,4,1.0,1,1,0,0,1,0,0,0,1,0,1
0,1,20948.0,46.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21489.0,28.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
1,1,20810.0,31.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21362.0,39.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
1,1,21278.0,21.0,5.0,5.0,4,3.0,1,1,0,0,0,1,0,0,0,1,1
0,1,21129.0,23.0,5.0,6.0,4,2.0,1,1,0,1,0,0,0,0,1,0,1
0,1,21058.0,51.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22703.0,33.0,3.0,4.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
0,2,20855.0,46.0,4.0,4.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,20720.0,27.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
1,3,20898.0,35.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,19730.0,29.0,4.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21499.0,39.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21620.0,57.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,20094.0,22.0,5.0,5.0,3,2.0,1,1,0,0,1,0,0,0,1,0,1
1,1,21139.0,52.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,22633.0,27.0,5.0,5.0,3,2.0,1,1,0,1,0,0,0,0,0,1,1
0,1,22054.0,42.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,23299.0,28.0,3.0,6.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20885.0,29.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22369.0,26.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
0,1,21055.0,27.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21657.0,35.0,3.0,5.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21192.0,30.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20748.0,22.0,4.0,5.0,4,2.0,0,1,0,0,1,0,0,1,0,0,1
0,3,21469.0,32.0,3.0,2.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21879.0,29.0,4.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,2,21522.0,39.0,3.0,2.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21381.0,29.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,23444.0,42.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21288.0,32.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21217.0,28.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20936.0,36.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,22275.0,25.0,4.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
1,1,21193.0,29.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,23098.0,27.0,3.0,2.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21054.0,36.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21505.0,33.0,5.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21809.0,30.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21230.0,20.0,5.0,4.0,3,2.0,1,1,0,0,1,0,0,0,1,0,1
1,1,23155.0,46.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
0,1,21711.0,21.0,3.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,21614.0,45.0,3.0,4.0,4,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,20846.0,30.0,3.0,6.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
1,1,21531.0,23.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20968.0,45.0,3.0,6.0,4,2.0,0,1,0,0,1,0,0,0,1,0,1
0,2,22278.0,34.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,1,20785.0,42.0,5.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21874.0,29.0,5.0,5.0,4,2.0,1,1,0,1,0,0,0,0,0,1,1
0,1,20888.0,25.0,4.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,3,21356.0,21.0,3.0,2.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,21421.0,33.0,4.0,5.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,1,21459.0,34.0,3.0,4.0,3,2.0,0,1,0,1,0,0,0,0,0,1,1
1,1,22257.0,31.0,4.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
1,1,20913.0,28.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
0,1,20689.0,45.0,3.0,2.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,1,20537.0,20.0,4.0,5.0,4,3.0,0,1,0,0,1,0,0,0,0,1,1
0,1,22370.0,37.0,4.0,4.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
1,3,21237.0,49.0,3.0,6.0,4,3.0,0,1,0,0,1,0,0,0,1,0,1
0,1,25301.0,30.0,3.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,34802.0,30.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,1,36891.0,45.0,5.0,4.0,4,3.0,0,1,0,0,1,0,0,0,0,1,1
1,3,19901.0,24.0,4.0,4.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,1,19796.0,26.0,5.0,4.0,3,1.0,1,1,0,1,0,0,0,0,1,0,1
0,3,32255.0,56.0,3.0,5.0,3,1.0,0,1,0,0,1,0,0,0,1,0,1
1,1,23216.0,35.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
0,3,23122.0,35.0,3.0,6.0,3,2.0,0,1,0,0,0,1,0,0,1,0,1
0,1,20832.0,29.0,4.0,5.0,3,2.0,0,1,0,0,1,0,0,0,1,0,1
0,3,37868.0,45.0,5.0,5.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22184.0,36.0,5.0,5.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,28909.0,44.0,3.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
0,2,24088.0,37.0,3.0,4.0,3,1.0,0,1,0,1,0,0,0,1,0,0,1
0,3,26656.0,45.0,3.0,4.0,4,2.0,0,1,0,1,0,0,0,1,0,0,1
1,1,23373.0,31.0,5.0,4.0,3,2.0,0,1,0,0,0,1,0,0,0,1,1
0,1,22017.0,30.0,5.0,5.0,3,2.0,1,1,0,0,0,1,0,0,0,1,1
0,1,20758.0,29.0,5.0,5.0,4,2.0,1,1,0,0,1,0,0,1,0,0,1
0,1,20774.0,26.0,5.0,4.0,3,1.0,1,1,0,0,1,0,0,0,1,0,1
0,1,24887.0,33.0,3.0,4.0,3,1.0,0,1,0,0,0,1,0,0,1,0,1
1,1,35801.0,40.0,5.0,4.0,4,1.0,0,1,0,1,0,0,0,0,1,0,1
1,1,22582.0,40.0,4.0,4.0,3,1.0,0,1,0,1,0,0,0,0,0,1,1
1,3,23305.0,31.0,3.0,4.0,4,2.0,0,1,0,0,0,1,0,0,0,1,1
1,1,25352.0,29.0,5.0,4.0,4,3.0,0,1,0,0,0,1,0,0,1,0,1
1,1,27772.0,41.0,3.0,5.0,4,3.0,0,1,0,0,0,1,0,0,0,1,1
1,3,27124.0,53.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,0,1,1
0,1,30594.0,31.0,4.0,4.0,4,1.0,0,1,0,0,1,0,0,0,1,0,1
1,3,23212.0,40.0,3.0,4.0,4,3.0,0,1,0,1,0,0,0,0,1,0,1
0,2,28530.0,32.0,3.0,6.0,3,2.0,0,1,0,1,0,0,0,0,1,0,1
0,2,36539.0,43.0,3.0,5.0,4,2.0,0,1,0,1,0,0,0,0,1,0,1
0,3,37865.0,56.0,4.0,6.0,3,2.0,0,1,0,0,1,0,0,0,0,1,1
1,1,27178.0,35.0,3.0,5.0,3,2.0,0,1,0,1,0,0,0,1,0,0,1
