ProdTaken,Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,Chance,Designation_Executive,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Occupation_Free Lancer,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Gender_Fe Male,Gender_Female,Gender_Male,CityTier_1,CityTier_2,CityTier_3
0,36.0,7.0,4,4.0,5.0,6.0,0,2,0,2.0,20872.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,37.0,16.0,4,5.0,3.0,2.0,1,2,0,2.0,22066.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,9.0,4,4.0,4.0,2.0,0,4,0,1.0,21381.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,32.0,7.0,3,4.0,4.0,3.0,0,3,0,1.0,21179.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,36.0,7.0,2,5.0,3.0,3.0,0,4,1,1.0,21537.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,24.0,9.0,4,4.0,5.0,5.0,0,3,1,2.0,21000.0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,52.0,16.0,4,4.0,3.0,5.0,0,3,1,1.0,20753.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,38.0,13.0,4,4.0,5.0,6.0,1,2,1,1.0,20751.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,33.0,7.0,4,4.0,5.0,3.0,0,2,0,3.0,21634.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
1,21.0,13.0,4,5.0,3.0,3.0,1,2,1,2.0,21604.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
0,26.0,14.0,4,5.0,3.0,3.0,0,2,1,3.0,21567.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,23.0,22.0,3,4.0,3.0,3.0,0,2,1,2.0,21549.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
0,25.0,25.0,3,4.0,3.0,2.0,0,4,1,1.0,21452.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,10.0,3,4.0,3.0,7.0,0,2,1,1.0,21513.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,31.0,30.0,4,6.0,3.0,3.0,0,3,1,3.0,21291.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,57.0,21.0,4,4.0,4.0,2.0,1,5,1,2.0,23641.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,27.0,13.0,3,5.0,4.0,3.0,0,3,1,1.0,21046.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,20.0,29.0,3,4.0,3.0,3.0,1,2,0,2.0,20353.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,23.0,9.0,4,4.0,3.0,2.0,0,5,1,3.0,21201.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,44.0,35.0,4,3.0,3.0,6.0,0,3,0,3.0,23417.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
0,27.0,32.0,4,4.0,3.0,3.0,0,4,1,1.0,21620.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,33.0,16.0,3,4.0,5.0,2.0,0,4,1,2.0,22878.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
0,46.0,36.0,3,4.0,3.0,7.0,0,2,1,1.0,22130.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,31.0,25.0,4,4.0,3.0,3.0,0,2,1,1.0,21310.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,31.0,12.0,3,4.0,5.0,7.0,0,5,1,2.0,21882.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,31.0,9.0,3,5.0,3.0,2.0,0,4,0,1.0,21398.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,42.0,16.0,4,4.0,5.0,4.0,0,2,0,3.0,20916.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,20.0,10.0,4,4.0,4.0,3.0,0,3,1,3.0,20161.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,59.0,16.0,4,5.0,4.0,6.0,1,2,1,1.0,22024.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,35.0,9.0,4,4.0,3.0,8.0,0,5,1,3.0,20909.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,23.0,26.0,4,4.0,3.0,3.0,0,2,0,2.0,21001.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,28.0,16.0,3,4.0,4.0,8.0,0,3,0,1.0,20702.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,29.0,28.0,3,4.0,3.0,3.0,0,2,0,1.0,21391.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,28.0,10.0,4,5.0,3.0,3.0,1,2,0,3.0,21244.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,42.0,21.0,3,4.0,3.0,6.0,0,4,1,2.0,21129.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,33.0,13.0,3,4.0,3.0,5.0,0,2,0,2.0,21716.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,28.0,24.0,3,4.0,4.0,2.0,1,4,1,1.0,21736.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,20.0,7.0,4,6.0,5.0,2.0,0,3,1,2.0,21003.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,37.0,10.0,2,4.0,4.0,6.0,0,4,1,1.0,20766.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,57.0,15.0,4,4.0,5.0,6.0,1,4,1,2.0,22935.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,34.0,9.0,3,4.0,3.0,2.0,0,3,0,2.0,21178.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,39.0,16.0,4,4.0,3.0,3.0,0,2,1,2.0,20966.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,32.0,19.0,4,4.0,3.0,2.0,1,4,1,3.0,22607.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,35.0,34.0,4,4.0,4.0,4.0,0,3,1,1.0,20989.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,42.0,27.0,4,4.0,4.0,3.0,1,4,0,3.0,21818.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
0,51.0,7.0,3,5.0,3.0,4.0,0,3,0,1.0,22368.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,34.0,21.0,4,4.0,4.0,3.0,0,5,0,1.0,21434.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,28.0,16.0,3,4.0,4.0,3.0,0,3,1,1.0,20957.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,44.0,14.0,3,3.0,3.0,6.0,0,4,0,2.0,20767.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,38.0,28.0,4,3.0,5.0,3.0,1,3,0,3.0,22242.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,17.0,3,4.0,3.0,3.0,1,3,1,1.0,22493.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,23.0,12.0,3,3.0,4.0,3.0,1,4,0,1.0,21006.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,25.0,4,4.0,3.0,3.0,0,3,1,3.0,20831.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
1,31.0,10.0,3,4.0,5.0,7.0,1,4,1,2.0,21335.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
1,30.0,7.0,3,4.0,3.0,2.0,0,2,0,1.0,20736.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,34.0,11.0,3,5.0,4.0,8.0,0,4,0,1.0,21300.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,60.0,10.0,4,5.0,3.0,5.0,0,3,0,2.0,20855.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,38.0,11.0,3,4.0,3.0,6.0,0,4,1,1.0,20855.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,30.0,25.0,3,5.0,3.0,3.0,1,3,0,2.0,21067.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,53.0,9.0,3,5.0,3.0,2.0,0,3,0,1.0,21890.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,60.0,13.0,3,4.0,3.0,2.0,0,4,1,1.0,20945.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
1,34.0,21.0,3,4.0,3.0,7.0,1,2,0,2.0,21114.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,34.0,9.0,3,4.0,5.0,2.0,0,3,1,1.0,21385.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,33.0,11.0,3,4.0,4.0,4.0,0,3,1,1.0,22609.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,33.0,7.0,4,5.0,3.0,2.0,1,5,1,1.0,22408.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,40.0,7.0,4,4.0,3.0,2.0,0,3,0,2.0,20910.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,34.0,12.0,4,5.0,3.0,3.0,0,2,0,3.0,21589.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,7.0,3,5.0,5.0,4.0,0,4,1,2.0,22598.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,30.0,22.0,3,4.0,3.0,3.0,0,3,0,1.0,21018.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,43.0,9.0,3,5.0,5.0,2.0,1,4,1,1.0,21271.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,52.0,7.0,4,4.0,3.0,3.0,0,4,1,1.0,21401.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,32.0,36.0,4,5.0,4.0,2.0,0,3,1,3.0,22157.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
0,33.0,14.0,4,3.0,4.0,3.0,0,2,0,2.0,21472.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,29.0,9.0,4,4.0,3.0,4.0,0,4,1,2.0,22163.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,13.0,3,4.0,3.0,2.0,0,5,1,2.0,21888.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,29.0,16.0,4,4.0,3.0,3.0,0,2,1,2.0,20748.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,22.0,10.0,4,5.0,3.0,3.0,0,5,1,2.0,21908.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,38.0,7.0,3,4.0,3.0,3.0,0,2,1,2.0,20793.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,45.0,31.0,3,4.0,3.0,5.0,1,5,0,2.0,21839.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,27.0,23.0,3,4.0,4.0,4.0,1,2,1,2.0,21051.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,29.0,15.0,4,4.0,3.0,3.0,0,4,0,2.0,21988.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,32.0,12.0,3,4.0,4.0,3.0,0,3,0,2.0,21467.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,38.0,16.0,3,4.0,3.0,3.0,1,2,0,1.0,21004.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1,19.0,10.0,3,4.0,3.0,3.0,0,4,0,1.0,20098.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,37.0,25.0,3,3.0,3.0,6.0,0,5,0,1.0,22366.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,32.0,12.0,3,4.0,3.0,2.0,1,4,0,2.0,23499.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,32.0,9.0,3,4.0,3.0,2.0,1,4,1,2.0,21373.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,44.0,17.0,3,4.0,3.0,2.0,0,5,0,2.0,21133.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,28.0,12.0,3,4.0,4.0,3.0,1,3,0,2.0,21156.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
1,29.0,9.0,3,6.0,3.0,7.0,1,3,1,1.0,22142.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,30.0,15.0,4,6.0,5.0,3.0,1,3,1,2.0,20797.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,30.0,16.0,2,5.0,3.0,2.0,0,2,1,1.0,22661.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,24.0,33.0,3,4.0,3.0,3.0,0,2,1,2.0,21582.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,43.0,9.0,3,4.0,3.0,2.0,1,4,1,1.0,21374.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,33.0,9.0,4,4.0,4.0,3.0,0,4,0,1.0,21048.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,22.0,7.0,3,5.0,4.0,3.0,1,5,1,2.0,20852.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1
0,41.0,17.0,3,3.0,3.0,5.0,1,3,0,2.0,20891.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,22.0,16.0,3,4.0,3.0,3.0,0,4,0,1.0,21288.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1,34.0,12.0,3,4.0,3.0,3.0,1,2,1,1.0,21529.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
0,38.0,17.0,4,4.0,5.0,8.0,0,2,1,2.0,22130.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,32.0,16.0,3,5.0,4.0,2.0,1,3,1,1.0,21335.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
1,22.0,19.0,3,3.0,4.0,3.0,0,5,0,2.0,21394.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
0,30.0,30.0,3,4.0,3.0,2.0,0,3,1,1.0,20879.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,28.0,7.0,3,4.0,4.0,3.0,0,3,0,1.0,22494.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,37.0,9.0,4,4.0,3.0,6.0,0,5,1,1.0,21221.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,31.0,9.0,4,4.0,4.0,3.0,0,3,1,3.0,21154.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,27.0,10.0,4,4.0,5.0,2.0,0,3,0,3.0,21780.0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
0,23.0,18.0,3,4.0,4.0,3.0,0,2,1,1.0,20922.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
1,31.0,11.0,3,4.0,3.0,20.0,1,4,1,2.0,20963.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,38.0,21.0,4,4.0,5.0,3.0,0,4,1,1.0,21712.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,43.0,7.0,4,4.0,5.0,5.0,0,3,1,2.0,21254.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,44.0,28.0,4,4.0,3.0,2.0,0,4,0,3.0,20936.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,32.0,7.0,4,5.0,5.0,3.0,0,4,0,1.0,20896.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,26.0,10.0,4,4.0,5.0,7.0,0,5,1,2.0,22709.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,46.0,17.0,4,4.0,3.0,5.0,0,5,1,1.0,21332.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,25.0,7.0,4,4.0,4.0,3.0,1,4,1,3.0,21880.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1,35.0,13.0,3,6.0,3.0,2.0,0,4,1,2.0,21029.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
0,39.0,9.0,3,4.0,3.0,3.0,1,5,1,2.0,20380.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,27.0,30.0,3,4.0,3.0,3.0,0,3,1,2.0,21564.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,31.0,10.0,3,4.0,3.0,6.0,0,3,0,2.0,20775.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,30.0,32.0,4,5.0,4.0,7.0,0,3,0,3.0,21224.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,20.0,9.0,3,5.0,3.0,3.0,0,3,1,2.0,21242.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
0,31.0,9.0,3,4.0,3.0,2.0,0,4,1,1.0,21242.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,36.0,29.0,3,6.0,3.0,2.0,0,4,1,1.0,22908.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,35.0,9.0,4,5.0,3.0,5.0,0,5,1,1.0,21446.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,34.0,17.0,3,6.0,3.0,2.0,0,5,0,1.0,22086.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,31.0,14.0,3,4.0,4.0,2.0,0,2,1,1.0,21661.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
0,43.0,12.0,4,4.0,3.0,6.0,0,3,1,1.0,20771.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,23.0,11.0,3,5.0,3.0,7.0,0,5,1,1.0,22572.0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
0,40.0,15.0,3,4.0,3.0,3.0,0,2,0,1.0,22433.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,27.0,24.0,3,4.0,3.0,2.0,1,5,0,2.0,21419.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1,19.0,12.0,4,4.0,4.0,3.0,1,4,1,3.0,20556.0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1,27.0,31.0,4,6.0,3.0,3.0,1,3,1,3.0,21018.0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
0,25.0,31.0,3,4.0,3.0,2.0,0,4,0,2.0,21078.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
0,25.0,30.0,3,3.0,3.0,3.0,1,4,0,2.0,21403.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,25.0,24.0,4,5.0,4.0,3.0,0,3,1,2.0,20805.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,26.0,20.0,3,4.0,3.0,3.0,0,3,1,1.0,20774.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,25.0,14.0,3,4.0,3.0,3.0,1,4,0,1.0,21564.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
1,31.0,19.0,4,5.0,5.0,3.0,0,5,1,1.0,20711.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,35.0,7.0,3,5.0,3.0,3.0,1,2,0,1.0,22300.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,28.0,13.0,4,5.0,3.0,2.0,0,2,1,2.0,20865.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,21.0,7.0,3,5.0,4.0,3.0,0,4,1,1.0,21514.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,39.0,7.0,3,4.0,5.0,5.0,0,2,1,2.0,21297.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,21.0,3,4.0,3.0,3.0,1,5,1,2.0,21257.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1,28.0,9.0,3,4.0,5.0,2.0,0,5,0,2.0,21719.0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,22.0,29.0,3,4.0,3.0,3.0,0,2,1,2.0,22125.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
0,23.0,13.0,4,4.0,3.0,2.0,0,2,1,1.0,21451.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,31.0,10.0,4,4.0,3.0,3.0,0,3,1,2.0,20761.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
0,35.0,7.0,3,4.0,3.0,3.0,0,3,1,1.0,21369.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,27.0,13.0,4,4.0,3.0,3.0,1,2,0,1.0,21337.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,28.0,10.0,3,5.0,3.0,2.0,0,2,0,1.0,20723.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,34.0,10.0,4,4.0,5.0,3.0,1,5,1,3.0,22026.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0
0,36.0,10.0,3,4.0,3.0,3.0,0,2,1,2.0,19959.0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,24.0,11.0,3,3.0,5.0,4.0,0,4,0,2.0,21497.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,30.0,7.0,4,6.0,3.0,3.0,0,2,1,1.0,21398.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,38.0,17.0,4,3.0,3.0,5.0,0,4,1,2.0,23358.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,51.0,35.0,4,3.0,3.0,3.0,1,2,1,3.0,21899.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,51.0,15.0,3,4.0,4.0,2.0,0,2,1,1.0,22553.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
1,29.0,7.0,4,6.0,4.0,2.0,1,2,1,1.0,20894.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,45.0,31.0,3,6.0,3.0,4.0,0,3,0,2.0,22386.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0
0,30.0,17.0,3,4.0,3.0,3.0,0,4,0,1.0,21320.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
1,43.0,26.0,3,3.0,3.0,8.0,1,3,1,2.0,21437.0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,24.0,16.0,3,4.0,5.0,3.0,0,3,0,2.0,21178.0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
0,41.0,9.0,3,5.0,3.0,2.0,1,3,1,2.0,21020.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
0,30.0,17.0,3,4.0,4.0,3.0,0,2,0,2.0,20975.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,39.0,9.0,4,4.0,3.0,8.0,1,4,0,1.0,21735.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
1,34.0,7.0,4,4.0,3.0,3.0,1,3,1,1.0,21364.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
0,24.0,17.0,4,3.0,3.0,3.0,0,2,1,2.0,22183.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
0,53.0,26.0,3,4.0,3.0,2.0,0,3,1,1.0,22936.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
0,27.0,7.0,4,6.0,3.0,5.0,0,4,1,3.0,23042.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
0,35.0,7.0,4,2.0,3.0,4.0,0,2,0,1.0,21958.0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
0,38.0,17.0,3,4.0,5.0,2.0,1,3,1,2.0,21460.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,35.0,9.0,3,5.0,5.0,3.0,0,2,1,2.0,23059.0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
0,36.0,15.0,4,4.0,3.0,3.0,0,3,0,1.0,21250.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,31.0,7.0,3,6.0,3.0,5.0,0,4,1,1.0,22511.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1,24.0,13.0,4,2.0,5.0,3.0,1,3,1,3.0,20279.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,25.0,16.0,3,5.0,4.0,3.0,0,5,1,1.0,21372.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
1,30.0,7.0,3,5.0,5.0,3.0,1,2,0,1.0,20997.0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
